,Date,Year,Month,Day,Hour,Minutes,SourceId,ChannelId,Unit,TotalDemand,DeltaValue,SourceTag,ChannelTag,Label,Name,Height,Area,WindSpeed,Temperature,SolarRad,ElectricityPrice,supply,renewables
20,16/02/2018 02:00,2018,2,16,2,0,16,7,W,301913.6562,,SC16,P-AM2000_031 (058SC16HKLP),HEL,Helix ,23.4,3564,30,-8,0,0.03023,,
21,16/02/2018 02:00,2018,2,16,2,0,17,7,W,73854.6328,,SC17,P-A230_215 (070SC17HL1/HK1P),FLX,Flux,41.582,5040,30,-8,0,0.03023,,
22,16/02/2018 02:00,2018,2,16,2,0,20,7,W,81,,SC20,P-EM2289_108 (076SC20LK22-1P),0,TennisPav ,3.61,660,30,-8,0,0.03023,,
23,16/02/2018 02:00,2018,2,16,2,0,22,7,W,9964.9912,,SC22,P-AM2000_040 (082SC22HNLKP),GEM,Gemini Noord ,9.03,6050,30,-8,0,0.03023,,
24,16/02/2018 02:00,2018,2,16,2,0,23,7,W,74606.2656,,SC23,P-AM2000_041 (083SC23HOKP),LAP,Laplace ,7.6,4080,30,-8,0,0.03023,,
25,16/02/2018 02:00,2018,2,16,2,0,1,7,W,70877.0859,,SC01,P-AM2000_001 (007SC01HKLP),SSC,Sportcentrum,12,10560,30,-8,0,0.03023,,
26,16/02/2018 02:00,2018,2,16,2,0,2,7,W,2909.9204,,SC02,P-AM2000_003 (012SC02HLP),0,Traverse ,14.2,1995,30,-8,0,0.03023,,
27,16/02/2018 02:00,2018,2,16,2,0,4,7,W,12532.1689,,SC04,P-AM2000_005 (014SC04HRKP),0,IPO,10.45,3080,30,-8,0,0.03023,,
28,16/02/2018 02:00,2018,2,16,2,0,5,7,W,5833.4722,,SC05,P-AM2000_008 (018SC05HKLP),0,Fontys H3,0,0,30,-8,0,0.03023,,
29,16/02/2018 02:00,2018,2,16,2,0,7,7,W,53349.1133,,SC07,P-AM2000_009 (022SC07HLKP),0,Energiestation,0,0,30,-8,0,0.03023,,
30,16/02/2018 02:00,2018,2,16,2,0,8,7,W,19047.8555,,SC08,P-AM2000_011 (023SC08HLKP),0,MMP,8.21,2451,30,-8,0,0.03023,,
31,16/02/2018 02:00,2018,2,16,2,0,10,7,W,23001.6309,,SC10,P-A230_209 (044SC10HLP),MET,Metaforum,35.17,11550,30,-8,0,0.03023,,
32,16/02/2018 02:00,2018,2,16,2,0,11,7,W,27174.8203,,SC11,P-AM2000_015 (051SC11HLKP),VER,Vertigo,53.424,3744,30,-8,0,0.03023,,
33,16/02/2018 02:00,2018,2,16,2,0,12,7,W,20405.6426,,SC12,P-AM2000_020 (053SC12HLKP),MAT,Matrix,10.9,3320,30,-8,0,0.03023,,
34,16/02/2018 02:00,2018,2,16,2,0,21,7,W,4936.3433,,SC21,P-A230_223 (081SC21HLP),0,Gemini Zuid ,19.77,4350,30,-8,0,0.03023,,
35,16/02/2018 02:00,2018,2,16,2,0,24,7,W,17371.8496,,SC24,P-AM2000_049 (8975SC24HLKP),0,Techniekgebouw,0,0,30,-8,0,0.03023,,
36,16/02/2018 03:00,2018,2,16,3,0,1,7,W,98985.8281,,SC01,P-AM2000_001 (007SC01HKLP),SSC,Sportcentrum,12,10560,30,2,0,0.03023,,
37,16/02/2018 03:00,2018,2,16,3,0,2,7,W,2940.6951,,SC02,P-AM2000_003 (012SC02HLP),0,Traverse ,14.2,1995,30,2,0,0.03023,,
38,16/02/2018 03:00,2018,2,16,3,0,3,7,W,30761.2168,,SC03,P-A230_205 (013SC03HKL1P),AUD,Auditorium,17.035,5525,30,2,0,0.03023,,
39,16/02/2018 03:00,2018,2,16,3,0,4,7,W,12320.8457,,SC04,P-AM2000_005 (014SC04HRKP),0,IPO,10.45,3080,30,2,0,0.03023,,
40,16/02/2018 03:00,2018,2,16,3,0,7,7,W,54395.8828,,SC07,P-AM2000_009 (022SC07HLKP),0,Energiestation,0,0,30,2,0,0.03023,,
41,16/02/2018 03:00,2018,2,16,3,0,8,7,W,20027.9043,,SC08,P-AM2000_011 (023SC08HLKP),0,MMP,8.21,2451,30,2,0,0.03023,,
42,16/02/2018 03:00,2018,2,16,3,0,10,7,W,23140.1953,,SC10,P-A230_209 (044SC10HLP),MET,Metaforum,35.17,11550,30,2,0,0.03023,,
43,16/02/2018 03:00,2018,2,16,3,0,11,7,W,28892.584,,SC11,P-AM2000_015 (051SC11HLKP),VER,Vertigo,53.424,3744,30,2,0,0.03023,,
44,16/02/2018 03:00,2018,2,16,3,0,12,7,W,21560.0371,,SC12,P-AM2000_020 (053SC12HLKP),MAT,Matrix,10.9,3320,30,2,0,0.03023,,
45,16/02/2018 03:00,2018,2,16,3,0,15,7,W,9331.4248,,SC15,P-A230_214 (056SC15HKLP),0,BBC,0,0,30,2,0,0.03023,,
46,16/02/2018 03:00,2018,2,16,3,0,16,7,W,309051.625,,SC16,P-AM2000_031 (058SC16HKLP),HEL,Helix ,23.4,3564,30,2,0,0.03023,,
47,16/02/2018 03:00,2018,2,16,3,0,17,7,W,72330.4297,,SC17,P-A230_215 (070SC17HL1/HK1P),FLX,Flux,41.582,5040,30,2,0,0.03023,,
48,16/02/2018 03:00,2018,2,16,3,0,20,7,W,168,,SC20,P-EM2289_108 (076SC20LK22-1P),0,TennisPav ,3.61,660,30,2,0,0.03023,,
49,16/02/2018 03:00,2018,2,16,3,0,21,7,W,4936.3433,,SC21,P-A230_223 (081SC21HLP),0,Gemini Zuid ,19.77,4350,30,2,0,0.03023,,
50,16/02/2018 03:00,2018,2,16,3,0,22,7,W,10017.0889,,SC22,P-AM2000_040 (082SC22HNLKP),GEM,Gemini Noord ,9.03,6050,30,2,0,0.03023,,
51,16/02/2018 03:00,2018,2,16,3,0,23,7,W,68125.7031,,SC23,P-AM2000_041 (083SC23HOKP),LAP,Laplace ,7.6,4080,30,2,0,0.03023,,
52,16/02/2018 03:00,2018,2,16,3,0,24,7,W,15078.1826,,SC24,P-AM2000_049 (8975SC24HLKP),0,Techniekgebouw,0,0,30,2,0,0.03023,,
53,16/02/2018 04:00,2018,2,16,4,0,1,7,W,96161.1328,,SC01,P-AM2000_001 (007SC01HKLP),SSC,Sportcentrum,12,10560,30,3,0,0.03023,,
54,16/02/2018 04:00,2018,2,16,4,0,2,7,W,2921.1326,,SC02,P-AM2000_003 (012SC02HLP),0,Traverse ,14.2,1995,30,3,0,0.03023,,
55,16/02/2018 04:00,2018,2,16,4,0,3,7,W,21477.4258,,SC03,P-A230_205 (013SC03HKL1P),AUD,Auditorium,17.035,5525,30,3,0,0.03023,,
56,16/02/2018 04:00,2018,2,16,4,0,4,7,W,12399.2041,,SC04,P-AM2000_005 (014SC04HRKP),0,IPO,10.45,3080,30,3,0,0.03023,,
57,16/02/2018 04:00,2018,2,16,4,0,5,7,W,5186.7114,,SC05,P-AM2000_008 (018SC05HKLP),0,Fontys H3,0,0,30,3,0,0.03023,,
58,16/02/2018 04:00,2018,2,16,4,0,7,7,W,48781.3555,,SC07,P-AM2000_009 (022SC07HLKP),0,Energiestation,0,0,30,3,0,0.03023,,
59,16/02/2018 04:00,2018,2,16,4,0,8,7,W,20088.1953,,SC08,P-AM2000_011 (023SC08HLKP),0,MMP,8.21,2451,30,3,0,0.03023,,
60,16/02/2018 04:00,2018,2,16,4,0,10,7,W,23001.6309,,SC10,P-A230_209 (044SC10HLP),MET,Metaforum,35.17,11550,30,3,0,0.03023,,
61,16/02/2018 04:00,2018,2,16,4,0,11,7,W,25814.4102,,SC11,P-AM2000_015 (051SC11HLKP),VER,Vertigo,53.424,3744,30,3,0,0.03023,,
62,16/02/2018 04:00,2018,2,16,4,0,15,7,W,9244.8223,,SC15,P-A230_214 (056SC15HKLP),0,BBC,0,0,30,3,0,0.03023,,
63,16/02/2018 04:00,2018,2,16,4,0,16,7,W,309541.2812,,SC16,P-AM2000_031 (058SC16HKLP),HEL,Helix ,23.4,3564,30,3,0,0.03023,,
64,16/02/2018 04:00,2018,2,16,4,0,17,7,W,77457.2969,,SC17,P-A230_215 (070SC17HL1/HK1P),FLX,Flux,41.582,5040,30,3,0,0.03023,,
65,16/02/2018 04:00,2018,2,16,4,0,20,7,W,108,,SC20,P-EM2289_108 (076SC20LK22-1P),0,TennisPav ,3.61,660,30,3,0,0.03023,,
66,16/02/2018 04:00,2018,2,16,4,0,21,7,W,4936.3433,,SC21,P-A230_223 (081SC21HLP),0,Gemini Zuid ,19.77,4350,30,3,0,0.03023,,
67,16/02/2018 04:00,2018,2,16,4,0,22,7,W,10040.0879,,SC22,P-AM2000_040 (082SC22HNLKP),GEM,Gemini Noord ,9.03,6050,30,3,0,0.03023,,
68,16/02/2018 04:00,2018,2,16,4,0,23,7,W,69067.8672,,SC23,P-AM2000_041 (083SC23HOKP),LAP,Laplace ,7.6,4080,30,3,0,0.03023,,
69,16/02/2018 04:00,2018,2,16,4,0,24,7,W,14199.6426,,SC24,P-AM2000_049 (8975SC24HLKP),0,Techniekgebouw,0,0,30,3,0,0.03023,,
70,16/02/2018 04:00,2018,2,16,4,0,12,7,W,18413.5,,SC12,P-AM2000_020 (053SC12HLKP),MAT,Matrix,10.9,3320,30,3,0,0.03023,,
71,16/02/2018 05:00,2018,2,16,5,0,11,7,W,25533.3281,,SC11,P-AM2000_015 (051SC11HLKP),VER,Vertigo,53.424,3744,30,-13,0,0.03023,,
72,16/02/2018 05:00,2018,2,16,5,0,1,7,W,88091.1172,,SC01,P-AM2000_001 (007SC01HKLP),SSC,Sportcentrum,12,10560,30,-13,0,0.03023,,
73,16/02/2018 05:00,2018,2,16,5,0,2,7,W,2917.635,,SC02,P-AM2000_003 (012SC02HLP),0,Traverse ,14.2,1995,30,-13,0,0.03023,,
74,16/02/2018 05:00,2018,2,16,5,0,3,7,W,28267.0645,,SC03,P-A230_205 (013SC03HKL1P),AUD,Auditorium,17.035,5525,30,-13,0,0.03023,,
75,16/02/2018 05:00,2018,2,16,5,0,4,7,W,12430.3857,,SC04,P-AM2000_005 (014SC04HRKP),0,IPO,10.45,3080,30,-13,0,0.03023,,
76,16/02/2018 05:00,2018,2,16,5,0,5,7,W,5034.7329,,SC05,P-AM2000_008 (018SC05HKLP),0,Fontys H3,0,0,30,-13,0,0.03023,,
77,16/02/2018 05:00,2018,2,16,5,0,7,7,W,43189.8164,,SC07,P-AM2000_009 (022SC07HLKP),0,Energiestation,0,0,30,-13,0,0.03023,,
78,16/02/2018 05:00,2018,2,16,5,0,8,7,W,20558.0664,,SC08,P-AM2000_011 (023SC08HLKP),0,MMP,8.21,2451,30,-13,0,0.03023,,
79,16/02/2018 05:00,2018,2,16,5,0,10,7,W,23140.1953,,SC10,P-A230_209 (044SC10HLP),MET,Metaforum,35.17,11550,30,-13,0,0.03023,,
80,16/02/2018 05:00,2018,2,16,5,0,12,7,W,23925.0391,,SC12,P-AM2000_020 (053SC12HLKP),MAT,Matrix,10.9,3320,30,-13,0,0.03023,,
81,16/02/2018 05:00,2018,2,16,5,0,15,7,W,9071.6172,,SC15,P-A230_214 (056SC15HKLP),0,BBC,0,0,30,-13,0,0.03023,,
82,16/02/2018 05:00,2018,2,16,5,0,16,7,W,305129.6562,,SC16,P-AM2000_031 (058SC16HKLP),HEL,Helix ,23.4,3564,30,-13,0,0.03023,,
83,16/02/2018 05:00,2018,2,16,5,0,17,7,W,72607.5547,,SC17,P-A230_215 (070SC17HL1/HK1P),FLX,Flux,41.582,5040,30,-13,0,0.03023,,
84,16/02/2018 05:00,2018,2,16,5,0,20,7,W,187,,SC20,P-EM2289_108 (076SC20LK22-1P),0,TennisPav ,3.61,660,30,-13,0,0.03023,,
85,16/02/2018 05:00,2018,2,16,5,0,21,7,W,4936.3433,,SC21,P-A230_223 (081SC21HLP),0,Gemini Zuid ,19.77,4350,30,-13,0,0.03023,,
86,16/02/2018 05:00,2018,2,16,5,0,22,7,W,10001.7334,,SC22,P-AM2000_040 (082SC22HNLKP),GEM,Gemini Noord ,9.03,6050,30,-13,0,0.03023,,
87,16/02/2018 05:00,2018,2,16,5,0,23,7,W,72036.9375,,SC23,P-AM2000_041 (083SC23HOKP),LAP,Laplace ,7.6,4080,30,-13,0,0.03023,,
88,16/02/2018 05:00,2018,2,16,5,0,24,7,W,17058.0664,,SC24,P-AM2000_049 (8975SC24HLKP),0,Techniekgebouw,0,0,30,-13,0,0.03023,,
89,16/02/2018 06:00,2018,2,16,6,0,1,7,W,104090.2969,,SC01,P-AM2000_001 (007SC01HKLP),SSC,Sportcentrum,12,10560,30,-5,0,0.03023,,
90,16/02/2018 06:00,2018,2,16,6,0,2,7,W,3256.7983,,SC02,P-AM2000_003 (012SC02HLP),0,Traverse ,14.2,1995,30,-5,0,0.03023,,
91,16/02/2018 06:00,2018,2,16,6,0,3,7,W,22863.0664,,SC03,P-A230_205 (013SC03HKL1P),AUD,Auditorium,17.035,5525,30,-5,0,0.03023,,
92,16/02/2018 06:00,2018,2,16,6,0,4,7,W,12486.5459,,SC04,P-AM2000_005 (014SC04HRKP),0,IPO,10.45,3080,30,-5,0,0.03023,,
93,16/02/2018 06:00,2018,2,16,6,0,11,7,W,29136.4141,,SC11,P-AM2000_015 (051SC11HLKP),VER,Vertigo,53.424,3744,30,-5,0,0.03023,,
94,16/02/2018 06:00,2018,2,16,6,0,5,7,W,4732.7456,,SC05,P-AM2000_008 (018SC05HKLP),0,Fontys H3,0,0,30,-5,0,0.03023,,
95,16/02/2018 06:00,2018,2,16,6,0,7,7,W,53050.2539,,SC07,P-AM2000_009 (022SC07HLKP),0,Energiestation,0,0,30,-5,0,0.03023,,
96,16/02/2018 06:00,2018,2,16,6,0,12,7,W,22401.3281,,SC12,P-AM2000_020 (053SC12HLKP),MAT,Matrix,10.9,3320,30,-5,0,0.03023,,
97,16/02/2018 06:00,2018,2,16,6,0,15,7,W,9071.6172,,SC15,P-A230_214 (056SC15HKLP),0,BBC,0,0,30,-5,0,0.03023,,
98,16/02/2018 06:00,2018,2,16,6,0,16,7,W,307343.75,,SC16,P-AM2000_031 (058SC16HKLP),HEL,Helix ,23.4,3564,30,-5,0,0.03023,,
99,16/02/2018 06:00,2018,2,16,6,0,17,7,W,72607.5547,,SC17,P-A230_215 (070SC17HL1/HK1P),FLX,Flux,41.582,5040,30,-5,0,0.03023,,
100,16/02/2018 06:00,2018,2,16,6,0,20,7,W,169,,SC20,P-EM2289_108 (076SC20LK22-1P),0,TennisPav ,3.61,660,30,-5,0,0.03023,,
101,16/02/2018 06:00,2018,2,16,6,0,21,7,W,4849.7407,,SC21,P-A230_223 (081SC21HLP),0,Gemini Zuid ,19.77,4350,30,-5,0,0.03023,,
102,16/02/2018 06:00,2018,2,16,6,0,22,7,W,9866.3604,,SC22,P-AM2000_040 (082SC22HNLKP),GEM,Gemini Noord ,9.03,6050,30,-5,0,0.03023,,
103,16/02/2018 06:00,2018,2,16,6,0,23,7,W,86066.4531,,SC23,P-AM2000_041 (083SC23HOKP),LAP,Laplace ,7.6,4080,30,-5,0,0.03023,,
104,16/02/2018 06:00,2018,2,16,6,0,24,7,W,16188.5254,,SC24,P-AM2000_049 (8975SC24HLKP),0,Techniekgebouw,0,0,30,-5,0,0.03023,,
105,16/02/2018 06:00,2018,2,16,6,0,8,7,W,20194.7773,,SC08,P-AM2000_011 (023SC08HLKP),0,MMP,8.21,2451,30,-5,0,0.03023,,
106,16/02/2018 06:00,2018,2,16,6,0,10,7,W,27989.9355,,SC10,P-A230_209 (044SC10HLP),MET,Metaforum,35.17,11550,30,-5,0,0.03023,,
107,16/02/2018 07:00,2018,2,16,7,0,1,7,W,109695.3281,,SC01,P-AM2000_001 (007SC01HKLP),SSC,Sportcentrum,12,10560,30,-13,0,0.03023,,
108,16/02/2018 07:00,2018,2,16,7,0,3,7,W,38382.2383,,SC03,P-A230_205 (013SC03HKL1P),AUD,Auditorium,17.035,5525,30,-13,0,0.03023,,
109,16/02/2018 07:00,2018,2,16,7,0,4,7,W,12523.5693,,SC04,P-AM2000_005 (014SC04HRKP),0,IPO,10.45,3080,30,-13,0,0.03023,,
110,16/02/2018 07:00,2018,2,16,7,0,5,7,W,5058.165,,SC05,P-AM2000_008 (018SC05HKLP),0,Fontys H3,0,0,30,-13,0,0.03023,,
111,16/02/2018 07:00,2018,2,16,7,0,7,7,W,53141.1719,,SC07,P-AM2000_009 (022SC07HLKP),0,Energiestation,0,0,30,-13,0,0.03023,,
112,16/02/2018 07:00,2018,2,16,7,0,8,7,W,29925.5625,,SC08,P-AM2000_011 (023SC08HLKP),0,MMP,8.21,2451,30,-13,0,0.03023,,
113,16/02/2018 07:00,2018,2,16,7,0,16,7,W,332977.6562,,SC16,P-AM2000_031 (058SC16HKLP),HEL,Helix ,23.4,3564,30,-13,0,0.03023,,
114,16/02/2018 07:00,2018,2,16,7,0,17,7,W,120966.4062,,SC17,P-A230_215 (070SC17HL1/HK1P),FLX,Flux,41.582,5040,30,-13,0,0.03023,,
115,16/02/2018 07:00,2018,2,16,7,0,21,7,W,24248.7051,,SC21,P-A230_223 (081SC21HLP),0,Gemini Zuid ,19.77,4350,30,-13,0,0.03023,,
116,16/02/2018 07:00,2018,2,16,7,0,22,7,W,10487.7607,,SC22,P-AM2000_040 (082SC22HNLKP),GEM,Gemini Noord ,9.03,6050,30,-13,0,0.03023,,
117,16/02/2018 07:00,2018,2,16,7,0,23,7,W,84802.3125,,SC23,P-AM2000_041 (083SC23HOKP),LAP,Laplace ,7.6,4080,30,-13,0,0.03023,,
118,16/02/2018 07:00,2018,2,16,7,0,24,7,W,16529.9238,,SC24,P-AM2000_049 (8975SC24HLKP),0,Techniekgebouw,0,0,30,-13,0,0.03023,,
119,16/02/2018 07:00,2018,2,16,7,0,2,7,W,6629.418,,SC02,P-AM2000_003 (012SC02HLP),0,Traverse ,14.2,1995,30,-13,0,0.03023,,
120,16/02/2018 07:00,2018,2,16,7,0,10,7,W,100458.9297,,SC10,P-A230_209 (044SC10HLP),MET,Metaforum,35.17,11550,30,-13,0,0.03023,,
121,16/02/2018 07:00,2018,2,16,7,0,11,7,W,44800.7969,,SC11,P-AM2000_015 (051SC11HLKP),VER,Vertigo,53.424,3744,30,-13,0,0.03023,,
122,16/02/2018 07:00,2018,2,16,7,0,12,7,W,24183.7695,,SC12,P-AM2000_020 (053SC12HLKP),MAT,Matrix,10.9,3320,30,-13,0,0.03023,,
123,16/02/2018 07:00,2018,2,16,7,0,15,7,W,9569.5811,,SC15,P-A230_214 (056SC15HKLP),0,BBC,0,0,30,-13,0,0.03023,,
124,16/02/2018 07:00,2018,2,16,7,0,20,7,W,228,,SC20,P-EM2289_108 (076SC20LK22-1P),0,TennisPav ,3.61,660,30,-13,0,0.03023,,
125,16/02/2018 08:00,2018,2,16,8,0,2,7,W,18286.832,,SC02,P-AM2000_003 (012SC02HLP),0,Traverse ,14.2,1995,30,5,38,0.04565,,
126,16/02/2018 08:00,2018,2,16,8,0,5,7,W,5084.2539,,SC05,P-AM2000_008 (018SC05HKLP),0,Fontys H3,0,0,30,5,38,0.04565,,
127,16/02/2018 08:00,2018,2,16,8,0,7,7,W,62402.6875,,SC07,P-AM2000_009 (022SC07HLKP),0,Energiestation,0,0,30,5,38,0.04565,,
128,16/02/2018 08:00,2018,2,16,8,0,8,7,W,40626.3164,,SC08,P-AM2000_011 (023SC08HLKP),0,MMP,8.21,2451,30,5,38,0.04565,,
129,16/02/2018 08:00,2018,2,16,8,0,10,7,W,128171.7344,,SC10,P-A230_209 (044SC10HLP),MET,Metaforum,35.17,11550,30,5,38,0.04565,,
130,16/02/2018 08:00,2018,2,16,8,0,12,7,W,37611.1406,,SC12,P-AM2000_020 (053SC12HLKP),MAT,Matrix,10.9,3320,30,5,38,0.04565,,
131,16/02/2018 08:00,2018,2,16,8,0,15,7,W,10782.0166,,SC15,P-A230_214 (056SC15HKLP),0,BBC,0,0,30,5,38,0.04565,,
132,16/02/2018 08:00,2018,2,16,8,0,16,7,W,417486.125,,SC16,P-AM2000_031 (058SC16HKLP),HEL,Helix ,23.4,3564,30,5,38,0.04565,,
133,16/02/2018 08:00,2018,2,16,8,0,17,7,W,152420.4375,,SC17,P-A230_215 (070SC17HL1/HK1P),FLX,Flux,41.582,5040,30,5,38,0.04565,,
134,16/02/2018 08:00,2018,2,16,8,0,20,7,W,175,,SC20,P-EM2289_108 (076SC20LK22-1P),0,TennisPav ,3.61,660,30,5,38,0.04565,,
135,16/02/2018 08:00,2018,2,16,8,0,21,7,W,46592.1523,,SC21,P-A230_223 (081SC21HLP),0,Gemini Zuid ,19.77,4350,30,5,38,0.04565,,
136,16/02/2018 08:00,2018,2,16,8,0,22,7,W,12329.5469,,SC22,P-AM2000_040 (082SC22HNLKP),GEM,Gemini Noord ,9.03,6050,30,5,38,0.04565,,
137,16/02/2018 08:00,2018,2,16,8,0,24,7,W,17206.5195,,SC24,P-AM2000_049 (8975SC24HLKP),0,Techniekgebouw,0,0,30,5,38,0.04565,,
138,16/02/2018 08:00,2018,2,16,8,0,1,7,W,152680.2812,,SC01,P-AM2000_001 (007SC01HKLP),SSC,Sportcentrum,12,10560,30,5,38,0.04565,,
139,16/02/2018 08:00,2018,2,16,8,0,3,7,W,81198.5312,,SC03,P-A230_205 (013SC03HKL1P),AUD,Auditorium,17.035,5525,30,5,38,0.04565,,
140,16/02/2018 08:00,2018,2,16,8,0,4,7,W,12360.7344,,SC04,P-AM2000_005 (014SC04HRKP),0,IPO,10.45,3080,30,5,38,0.04565,,
141,16/02/2018 08:00,2018,2,16,8,0,11,7,W,72696.5156,,SC11,P-AM2000_015 (051SC11HLKP),VER,Vertigo,53.424,3744,30,5,38,0.04565,,
142,16/02/2018 08:00,2018,2,16,8,0,23,7,W,120543.5938,,SC23,P-AM2000_041 (083SC23HOKP),LAP,Laplace ,7.6,4080,30,5,38,0.04565,,
143,16/02/2018 09:00,2018,2,16,9,0,2,7,W,24438.3711,,SC02,P-AM2000_003 (012SC02HLP),0,Traverse ,14.2,1995,30,30,78,0.04565,,
144,16/02/2018 09:00,2018,2,16,9,0,5,7,W,15950.4688,,SC05,P-AM2000_008 (018SC05HKLP),0,Fontys H3,0,0,30,30,78,0.04565,,
145,16/02/2018 09:00,2018,2,16,9,0,7,7,W,58879.9453,,SC07,P-AM2000_009 (022SC07HLKP),0,Energiestation,0,0,30,30,78,0.04565,,
146,16/02/2018 09:00,2018,2,16,9,0,8,7,W,46228.3125,,SC08,P-AM2000_011 (023SC08HLKP),0,MMP,8.21,2451,30,30,78,0.04565,,
147,16/02/2018 09:00,2018,2,16,9,0,12,7,W,36823.6406,,SC12,P-AM2000_020 (053SC12HLKP),MAT,Matrix,10.9,3320,30,30,78,0.04565,,
148,16/02/2018 09:00,2018,2,16,9,0,15,7,W,13185.2373,,SC15,P-A230_214 (056SC15HKLP),0,BBC,0,0,30,30,78,0.04565,,
149,16/02/2018 09:00,2018,2,16,9,0,16,7,W,507589.0625,,SC16,P-AM2000_031 (058SC16HKLP),HEL,Helix ,23.4,3564,30,30,78,0.04565,,
150,16/02/2018 09:00,2018,2,16,9,0,17,7,W,158932.9531,,SC17,P-A230_215 (070SC17HL1/HK1P),FLX,Flux,41.582,5040,30,30,78,0.04565,,
151,16/02/2018 09:00,2018,2,16,9,0,20,7,W,192,,SC20,P-EM2289_108 (076SC20LK22-1P),0,TennisPav ,3.61,660,30,30,78,0.04565,,
152,16/02/2018 09:00,2018,2,16,9,0,21,7,W,92491.4844,,SC21,P-A230_223 (081SC21HLP),0,Gemini Zuid ,19.77,4350,30,30,78,0.04565,,
153,16/02/2018 09:00,2018,2,16,9,0,22,7,W,14403.3145,,SC22,P-AM2000_040 (082SC22HNLKP),GEM,Gemini Noord ,9.03,6050,30,30,78,0.04565,,
154,16/02/2018 09:00,2018,2,16,9,0,23,7,W,90177.9141,,SC23,P-AM2000_041 (083SC23HOKP),LAP,Laplace ,7.6,4080,30,30,78,0.04565,,
155,16/02/2018 09:00,2018,2,16,9,0,24,7,W,8979.3525,,SC24,P-AM2000_049 (8975SC24HLKP),0,Techniekgebouw,0,0,30,30,78,0.04565,,
